,image_id,epsilon_value,total_time,smallest_sat_value,network_path,split,training,tmp_path,original_label
1128,79,0.169,33268.15287,0.195,convSmallRELU__PGDK.onnx,test,pgdk,image_79,7.0
1129,80,0.147,25618.51231,0.169,convSmallRELU__PGDK.onnx,test,pgdk,image_80,7.0
1130,81,0.159,73675.42434,0.217,convSmallRELU__PGDK.onnx,test,pgdk,image_81,6.0
1131,82,0.197,50717.57663,0.255,convSmallRELU__PGDK.onnx,test,pgdk,image_82,2.0
1132,83,0.159,29739.67174,0.187,convSmallRELU__PGDK.onnx,test,pgdk,image_83,7.0
1133,84,0.159,69048.33421,0.241,convSmallRELU__PGDK.onnx,test,pgdk,image_84,8.0
1134,85,0.149,34811.92856,0.173,convSmallRELU__PGDK.onnx,test,pgdk,image_85,4.0
1135,86,0.167,36806.38046,0.207,convSmallRELU__PGDK.onnx,test,pgdk,image_86,7.0
1136,87,0.171,38740.4728,0.213,convSmallRELU__PGDK.onnx,test,pgdk,image_87,3.0
1137,88,0.167,68194.75665,0.217,convSmallRELU__PGDK.onnx,test,pgdk,image_88,6.0
1138,89,0.143,30426.11384,0.163,convSmallRELU__PGDK.onnx,test,pgdk,image_89,1.0
1139,90,0.169,33234.19972,0.197,convSmallRELU__PGDK.onnx,test,pgdk,image_90,3.0
1140,91,0.165,60846.69922,0.215,convSmallRELU__PGDK.onnx,test,pgdk,image_91,6.0
1141,92,0.105,12679.33051,0.113,convSmallRELU__PGDK.onnx,test,pgdk,image_92,9.0
1142,93,0.157,17118.8194,0.169,convSmallRELU__PGDK.onnx,test,pgdk,image_93,3.0
1143,94,0.151,41466.31253,0.185,convSmallRELU__PGDK.onnx,test,pgdk,image_94,1.0
1144,95,0.091,3960.355398,0.097,convSmallRELU__PGDK.onnx,test,pgdk,image_95,4.0
1145,96,0.141,20778.12471,0.165,convSmallRELU__PGDK.onnx,test,pgdk,image_96,1.0
1146,97,0.163,36857.7678,0.205,convSmallRELU__PGDK.onnx,test,pgdk,image_97,7.0
1147,98,0.153,47163.12825,0.201,convSmallRELU__PGDK.onnx,test,pgdk,image_98,6.0
1148,99,0.165,32963.35371,0.205,convSmallRELU__PGDK.onnx,test,pgdk,image_99,9.0
1149,0,0.121,8511.80905,0.131,convSmallRELU__PGDK.onnx,train,pgdk,image_0,5.0
1150,1,0.183,64990.65405,0.269,convSmallRELU__PGDK.onnx,train,pgdk,image_1,0.0
1151,2,0.143,18393.19457,0.171,convSmallRELU__PGDK.onnx,train,pgdk,image_2,4.0
1152,3,0.149,32633.591,0.189,convSmallRELU__PGDK.onnx,train,pgdk,image_3,1.0
1153,4,0.149,42705.72751,0.197,convSmallRELU__PGDK.onnx,train,pgdk,image_4,9.0
1154,5,0.157,35014.60541,0.193,convSmallRELU__PGDK.onnx,train,pgdk,image_5,2.0
1155,6,0.155,25976.14604,0.191,convSmallRELU__PGDK.onnx,train,pgdk,image_6,1.0
1156,7,0.177,36205.05582,0.225,convSmallRELU__PGDK.onnx,train,pgdk,image_7,3.0
1157,8,0.153,29706.94701,0.191,convSmallRELU__PGDK.onnx,train,pgdk,image_8,1.0
1158,9,0.161,30902.54972,0.199,convSmallRELU__PGDK.onnx,train,pgdk,image_9,4.0
1159,10,0.159,21783.11907,0.189,convSmallRELU__PGDK.onnx,train,pgdk,image_10,3.0
1160,11,0.155,22021.36045,0.191,convSmallRELU__PGDK.onnx,train,pgdk,image_11,5.0
1161,12,0.197,48433.231,0.257,convSmallRELU__PGDK.onnx,train,pgdk,image_12,3.0
1162,13,0.157,43700.84545,0.219,convSmallRELU__PGDK.onnx,train,pgdk,image_13,6.0
1163,14,0.153,45183.78041,0.195,convSmallRELU__PGDK.onnx,train,pgdk,image_14,1.0
1164,15,0.165,29291.88273,0.195,convSmallRELU__PGDK.onnx,train,pgdk,image_15,7.0
1165,16,0.165,48842.23445,0.215,convSmallRELU__PGDK.onnx,train,pgdk,image_16,2.0
1166,17,0.161,59905.84821,0.225,convSmallRELU__PGDK.onnx,train,pgdk,image_17,8.0
1167,18,0.131,47122.85341,0.165,convSmallRELU__PGDK.onnx,train,pgdk,image_18,6.0
1168,19,0.143,47698.36116,0.193,convSmallRELU__PGDK.onnx,train,pgdk,image_19,9.0
1169,20,0.155,39761.16774,0.195,convSmallRELU__PGDK.onnx,train,pgdk,image_20,4.0
1170,21,0.175,48786.24743,0.243,convSmallRELU__PGDK.onnx,train,pgdk,image_21,0.0
1171,22,0.133,30006.49146,0.161,convSmallRELU__PGDK.onnx,train,pgdk,image_22,9.0
1172,23,0.151,36753.9547,0.185,convSmallRELU__PGDK.onnx,train,pgdk,image_23,1.0
1173,24,0.129,16143.50131,0.143,convSmallRELU__PGDK.onnx,train,pgdk,image_24,1.0
1174,25,0.157,28802.28237,0.177,convSmallRELU__PGDK.onnx,train,pgdk,image_25,2.0
1175,26,0.141,36645.05558,0.165,convSmallRELU__PGDK.onnx,train,pgdk,image_26,4.0
1176,27,0.199,47164.04049,0.249,convSmallRELU__PGDK.onnx,train,pgdk,image_27,3.0
1177,28,0.175,62543.13623,0.225,convSmallRELU__PGDK.onnx,train,pgdk,image_28,2.0
1178,29,0.127,10936.40307,0.143,convSmallRELU__PGDK.onnx,train,pgdk,image_29,7.0
1179,30,0.157,49507.84821,0.185,convSmallRELU__PGDK.onnx,train,pgdk,image_30,3.0
1180,31,0.165,41586.20302,0.207,convSmallRELU__PGDK.onnx,train,pgdk,image_31,8.0
1181,32,0.149,73900.70208,0.213,convSmallRELU__PGDK.onnx,train,pgdk,image_32,6.0
1182,33,0.139,29936.27257,0.169,convSmallRELU__PGDK.onnx,train,pgdk,image_33,9.0
1183,34,0.147,50552.7317,0.203,convSmallRELU__PGDK.onnx,train,pgdk,image_34,0.0
1184,35,0.157,22219.37138,0.189,convSmallRELU__PGDK.onnx,train,pgdk,image_35,5.0
1185,36,0.161,40714.32357,0.203,convSmallRELU__PGDK.onnx,train,pgdk,image_36,6.0
1186,37,0.175,51233.89586,0.251,convSmallRELU__PGDK.onnx,train,pgdk,image_37,0.0
1187,38,0.145,28043.02604,0.167,convSmallRELU__PGDK.onnx,train,pgdk,image_38,7.0
1188,39,0.155,58777.92888,0.201,convSmallRELU__PGDK.onnx,train,pgdk,image_39,6.0
1189,40,0.155,37575.0385,0.193,convSmallRELU__PGDK.onnx,train,pgdk,image_40,1.0
1190,41,0.163,40271.786,0.217,convSmallRELU__PGDK.onnx,train,pgdk,image_41,8.0
1191,42,0.145,44158.38654,0.175,convSmallRELU__PGDK.onnx,train,pgdk,image_42,7.0
1192,43,0.141,32662.66475,0.167,convSmallRELU__PGDK.onnx,train,pgdk,image_43,9.0
1193,44,0.157,30243.3783,0.189,convSmallRELU__PGDK.onnx,train,pgdk,image_44,3.0
1194,45,0.149,43478.0205,0.203,convSmallRELU__PGDK.onnx,train,pgdk,image_45,9.0
1195,46,0.149,46551.76736,0.201,convSmallRELU__PGDK.onnx,train,pgdk,image_46,8.0
1196,47,0.181,39740.35169,0.227,convSmallRELU__PGDK.onnx,train,pgdk,image_47,5.0
1197,48,0.119,23384.1513,0.133,convSmallRELU__PGDK.onnx,train,pgdk,image_48,9.0
1198,49,0.165,36238.59763,0.195,convSmallRELU__PGDK.onnx,train,pgdk,image_49,3.0
1199,50,0.157,54263.06792,0.221,convSmallRELU__PGDK.onnx,train,pgdk,image_50,3.0
1200,51,0.183,79494.08276,0.275,convSmallRELU__PGDK.onnx,train,pgdk,image_51,0.0
1201,52,0.167,36013.65581,0.201,convSmallRELU__PGDK.onnx,train,pgdk,image_52,7.0
1202,53,0.127,12670.6995,0.139,convSmallRELU__PGDK.onnx,train,pgdk,image_53,4.0
1203,54,0.131,20252.76071,0.155,convSmallRELU__PGDK.onnx,train,pgdk,image_54,9.0
1204,55,0.157,48520.65394,0.195,convSmallRELU__PGDK.onnx,train,pgdk,image_55,8.0
1205,56,0.187,90402.53171,0.283,convSmallRELU__PGDK.onnx,train,pgdk,image_56,0.0
1206,57,0.149,44395.09685,0.197,convSmallRELU__PGDK.onnx,train,pgdk,image_57,9.0
1207,58,0.155,37318.64355,0.181,convSmallRELU__PGDK.onnx,train,pgdk,image_58,4.0
1208,59,0.149,32605.56986,0.183,convSmallRELU__PGDK.onnx,train,pgdk,image_59,1.0
1209,60,0.157,25883.45115,0.173,convSmallRELU__PGDK.onnx,train,pgdk,image_60,4.0
1210,61,0.143,32631.87718,0.173,convSmallRELU__PGDK.onnx,train,pgdk,image_61,4.0
1211,62,0.151,45459.61635,0.185,convSmallRELU__PGDK.onnx,train,pgdk,image_62,6.0
1212,63,0.147,54042.87177,0.183,convSmallRELU__PGDK.onnx,train,pgdk,image_63,0.0
1213,64,0.159,29452.18336,0.183,convSmallRELU__PGDK.onnx,train,pgdk,image_64,4.0
1214,65,0.163,28945.33452,0.201,convSmallRELU__PGDK.onnx,train,pgdk,image_65,5.0
1215,66,0.171,63440.71694,0.227,convSmallRELU__PGDK.onnx,train,pgdk,image_66,6.0
1216,67,0.117,11702.46817,0.127,convSmallRELU__PGDK.onnx,train,pgdk,image_67,1.0
1217,75,0.155,37624.20061,0.199,convSmallRELU__PGDK.onnx,train,pgdk,image_75,0.0
1218,76,0.161,47539.37819,0.217,convSmallRELU__PGDK.onnx,train,pgdk,image_76,2.0
1219,77,0.147,27287.5044,0.181,convSmallRELU__PGDK.onnx,train,pgdk,image_77,1.0
1220,78,0.135,18562.64749,0.163,convSmallRELU__PGDK.onnx,train,pgdk,image_78,1.0
1221,79,0.159,26993.23081,0.193,convSmallRELU__PGDK.onnx,train,pgdk,image_79,7.0
1222,81,0.163,41694.12516,0.215,convSmallRELU__PGDK.onnx,train,pgdk,image_81,0.0
1223,82,0.187,33987.21939,0.231,convSmallRELU__PGDK.onnx,train,pgdk,image_82,2.0
1224,83,0.163,40969.9705,0.217,convSmallRELU__PGDK.onnx,train,pgdk,image_83,6.0
1225,84,0.161,22950.74534,0.191,convSmallRELU__PGDK.onnx,train,pgdk,image_84,7.0
1226,85,0.149,39855.90159,0.199,convSmallRELU__PGDK.onnx,train,pgdk,image_85,8.0
1227,86,0.173,23400.04283,0.207,convSmallRELU__PGDK.onnx,train,pgdk,image_86,3.0
1228,87,0.149,44467.82211,0.199,convSmallRELU__PGDK.onnx,train,pgdk,image_87,9.0
1229,88,0.175,79498.94059,0.279,convSmallRELU__PGDK.onnx,train,pgdk,image_88,0.0
1230,89,0.155,20676.69539,0.177,convSmallRELU__PGDK.onnx,train,pgdk,image_89,4.0
1231,90,0.171,42400.69371,0.225,convSmallRELU__PGDK.onnx,train,pgdk,image_90,6.0
1232,91,0.171,28943.99958,0.205,convSmallRELU__PGDK.onnx,train,pgdk,image_91,7.0
1233,92,0.147,31380.64283,0.181,convSmallRELU__PGDK.onnx,train,pgdk,image_92,4.0
1234,93,0.149,37251.36616,0.193,convSmallRELU__PGDK.onnx,train,pgdk,image_93,6.0
1235,94,0.163,60395.65931,0.237,convSmallRELU__PGDK.onnx,train,pgdk,image_94,8.0
1236,95,0.167,83059.2688,0.273,convSmallRELU__PGDK.onnx,train,pgdk,image_95,0.0
1237,96,0.159,28895.73497,0.193,convSmallRELU__PGDK.onnx,train,pgdk,image_96,7.0
1238,97,0.163,55865.23549,0.231,convSmallRELU__PGDK.onnx,train,pgdk,image_97,8.0
1239,98,0.165,22561.8089,0.189,convSmallRELU__PGDK.onnx,train,pgdk,image_98,3.0
1240,99,0.139,25688.48048,0.169,convSmallRELU__PGDK.onnx,train,pgdk,image_99,1.0
1241,0,0.163,19125.71902,0.187,convSmallRELU__Point.onnx,test,point,image_0,7.0
1242,1,0.149,18161.94291,0.173,convSmallRELU__Point.onnx,test,point,image_1,2.0
1243,2,0.143,7654.565886,0.153,convSmallRELU__Point.onnx,test,point,image_2,1.0
1244,3,0.187,27387.76377,0.215,convSmallRELU__Point.onnx,test,point,image_3,0.0
1245,4,0.125,960.8604105,0.127,convSmallRELU__Point.onnx,test,point,image_4,4.0
1246,5,0.151,10970.56496,0.169,convSmallRELU__Point.onnx,test,point,image_5,1.0
1247,6,0.083,125.4592702,0.085,convSmallRELU__Point.onnx,test,point,image_6,4.0
1248,7,0.133,2828.543885,0.137,convSmallRELU__Point.onnx,test,point,image_7,9.0
1249,8,0.005,55.08804178,0.007,convSmallRELU__Point.onnx,test,point,image_8,5.0
1250,9,0.097,148.5496583,0.099,convSmallRELU__Point.onnx,test,point,image_9,9.0
1251,10,0.169,26736.98974,0.199,convSmallRELU__Point.onnx,test,point,image_10,0.0
1252,11,0.101,3891.227338,0.107,convSmallRELU__Point.onnx,test,point,image_11,6.0
1253,12,0.133,349.520335,0.135,convSmallRELU__Point.onnx,test,point,image_12,9.0
1254,13,0.161,19172.64187,0.185,convSmallRELU__Point.onnx,test,point,image_13,0.0
1255,14,0.153,14516.47781,0.173,convSmallRELU__Point.onnx,test,point,image_14,1.0
1256,15,0.107,139.8800681,0.109,convSmallRELU__Point.onnx,test,point,image_15,5.0
1257,16,0.131,3968.126304,0.135,convSmallRELU__Point.onnx,test,point,image_16,9.0
1258,17,0.173,12404.72369,0.185,convSmallRELU__Point.onnx,test,point,image_17,7.0
1259,18,0.023,72.4735949,0.025,convSmallRELU__Point.onnx,test,point,image_18,3.0
1260,19,0.149,8308.275815,0.157,convSmallRELU__Point.onnx,test,point,image_19,4.0
1261,20,0.095,139.0348821,0.097,convSmallRELU__Point.onnx,test,point,image_20,9.0
1262,21,0.119,151.8067639,0.121,convSmallRELU__Point.onnx,test,point,image_21,6.0
1263,22,0.149,18267.56385,0.171,convSmallRELU__Point.onnx,test,point,image_22,6.0
1264,23,0.167,20038.50115,0.189,convSmallRELU__Point.onnx,test,point,image_23,5.0
1265,24,0.111,4168.533512,0.117,convSmallRELU__Point.onnx,test,point,image_24,4.0
1266,25,0.197,9716.751452,0.213,convSmallRELU__Point.onnx,test,point,image_25,0.0
1267,26,0.137,4104.915566,0.141,convSmallRELU__Point.onnx,test,point,image_26,7.0
1268,28,0.189,32221.26762,0.221,convSmallRELU__Point.onnx,test,point,image_28,0.0
1269,29,0.139,7452.958034,0.149,convSmallRELU__Point.onnx,test,point,image_29,1.0
1270,30,0.177,11740.85202,0.195,convSmallRELU__Point.onnx,test,point,image_30,3.0
1271,31,0.143,7473.831093,0.153,convSmallRELU__Point.onnx,test,point,image_31,1.0
1272,32,0.161,22928.56847,0.187,convSmallRELU__Point.onnx,test,point,image_32,3.0
1273,33,0.049,69.03342462,0.051,convSmallRELU__Point.onnx,test,point,image_33,4.0
1274,34,0.173,7640.14448,0.185,convSmallRELU__Point.onnx,test,point,image_34,7.0
1275,35,0.153,12461.00028,0.169,convSmallRELU__Point.onnx,test,point,image_35,2.0
1276,37,0.149,11592.58608,0.167,convSmallRELU__Point.onnx,test,point,image_37,1.0
1277,38,0.069,3695.204474,0.073,convSmallRELU__Point.onnx,test,point,image_38,2.0
1278,39,0.145,4264.8325,0.151,convSmallRELU__Point.onnx,test,point,image_39,1.0
1279,40,0.131,3755.241019,0.141,convSmallRELU__Point.onnx,test,point,image_40,1.0
1280,41,0.145,7359.207771,0.157,convSmallRELU__Point.onnx,test,point,image_41,7.0
1281,42,0.145,4083.544782,0.153,convSmallRELU__Point.onnx,test,point,image_42,4.0
1282,43,0.153,7749.276638,0.169,convSmallRELU__Point.onnx,test,point,image_43,2.0
1283,44,0.137,3907.674377,0.145,convSmallRELU__Point.onnx,test,point,image_44,3.0
1284,45,0.107,149.9666781,0.109,convSmallRELU__Point.onnx,test,point,image_45,5.0
1285,46,0.141,6605.809327,0.147,convSmallRELU__Point.onnx,test,point,image_46,1.0
1286,47,0.141,8170.738343,0.149,convSmallRELU__Point.onnx,test,point,image_47,2.0
1287,48,0.117,158.0036964,0.119,convSmallRELU__Point.onnx,test,point,image_48,4.0
1288,49,0.151,25502.86763,0.183,convSmallRELU__Point.onnx,test,point,image_49,4.0
1289,50,0.151,9024.042789,0.165,convSmallRELU__Point.onnx,test,point,image_50,6.0
1290,51,0.165,9870.431606,0.177,convSmallRELU__Point.onnx,test,point,image_51,3.0
1291,52,0.157,14460.90356,0.177,convSmallRELU__Point.onnx,test,point,image_52,5.0
1292,53,0.137,8943.839109,0.147,convSmallRELU__Point.onnx,test,point,image_53,5.0
1293,54,0.139,14522.48192,0.159,convSmallRELU__Point.onnx,test,point,image_54,6.0
1294,55,0.155,33838.87918,0.191,convSmallRELU__Point.onnx,test,point,image_55,0.0
1295,56,0.175,4790.131007,0.195,convSmallRELU__Point.onnx,test,point,image_56,4.0
1296,57,0.151,14990.88662,0.169,convSmallRELU__Point.onnx,test,point,image_57,1.0
1297,58,0.143,8005.946725,0.153,convSmallRELU__Point.onnx,test,point,image_58,9.0
1298,59,0.133,7743.639534,0.143,convSmallRELU__Point.onnx,test,point,image_59,5.0
1299,60,0.163,18960.89334,0.185,convSmallRELU__Point.onnx,test,point,image_60,7.0
1300,61,0.103,143.3161824,0.105,convSmallRELU__Point.onnx,test,point,image_61,8.0
1301,62,0.067,3795.894978,0.079,convSmallRELU__Point.onnx,test,point,image_62,9.0
1302,63,0.143,970.9114304,0.145,convSmallRELU__Point.onnx,test,point,image_63,3.0
1303,64,0.175,18511.02374,0.195,convSmallRELU__Point.onnx,test,point,image_64,7.0
1304,65,0.079,92.38303161,0.081,convSmallRELU__Point.onnx,test,point,image_65,4.0
1305,66,0.117,1311.76429,0.119,convSmallRELU__Point.onnx,test,point,image_66,6.0
1306,67,0.161,11840.96967,0.173,convSmallRELU__Point.onnx,test,point,image_67,4.0
1307,68,0.173,7865.176898,0.183,convSmallRELU__Point.onnx,test,point,image_68,3.0
1308,69,0.161,11222.05721,0.173,convSmallRELU__Point.onnx,test,point,image_69,0.0
1309,70,0.173,11450.62153,0.191,convSmallRELU__Point.onnx,test,point,image_70,7.0
1310,71,0.221,38436.53479,0.263,convSmallRELU__Point.onnx,test,point,image_71,0.0
1311,72,0.143,14766.64708,0.163,convSmallRELU__Point.onnx,test,point,image_72,2.0
1312,73,0.083,123.8242743,0.085,convSmallRELU__Point.onnx,test,point,image_73,9.0
1313,74,0.143,10905.07412,0.157,convSmallRELU__Point.onnx,test,point,image_74,1.0
1314,75,0.157,14606.11797,0.175,convSmallRELU__Point.onnx,test,point,image_75,7.0
1315,76,0.141,11047.58659,0.155,convSmallRELU__Point.onnx,test,point,image_76,3.0
1316,78,0.091,110.7022994,0.093,convSmallRELU__Point.onnx,test,point,image_78,9.0
1317,79,0.169,4827.824721,0.173,convSmallRELU__Point.onnx,test,point,image_79,7.0
1318,81,0.161,5748.73705,0.167,convSmallRELU__Point.onnx,test,point,image_81,6.0
1319,82,0.205,15149.56507,0.225,convSmallRELU__Point.onnx,test,point,image_82,2.0
1320,83,0.143,7311.747475,0.155,convSmallRELU__Point.onnx,test,point,image_83,7.0
1321,85,0.161,5263.48805,0.167,convSmallRELU__Point.onnx,test,point,image_85,4.0
1322,86,0.173,8903.893383,0.181,convSmallRELU__Point.onnx,test,point,image_86,7.0
1323,88,0.171,19853.42679,0.191,convSmallRELU__Point.onnx,test,point,image_88,6.0
1324,89,0.127,159.834892,0.129,convSmallRELU__Point.onnx,test,point,image_89,1.0
1325,90,0.149,7344.487356,0.159,convSmallRELU__Point.onnx,test,point,image_90,3.0
1326,91,0.165,24102.30938,0.193,convSmallRELU__Point.onnx,test,point,image_91,6.0
1327,92,0.037,106.7543693,0.039,convSmallRELU__Point.onnx,test,point,image_92,9.0
1328,94,0.125,118.1144547,0.127,convSmallRELU__Point.onnx,test,point,image_94,1.0
1329,95,0.107,3735.261998,0.111,convSmallRELU__Point.onnx,test,point,image_95,4.0
1330,96,0.117,171.0350478,0.119,convSmallRELU__Point.onnx,test,point,image_96,1.0
1331,97,0.155,8077.506817,0.163,convSmallRELU__Point.onnx,test,point,image_97,7.0
1332,98,0.137,9689.055799,0.147,convSmallRELU__Point.onnx,test,point,image_98,6.0
1333,99,0.149,7393.489316,0.159,convSmallRELU__Point.onnx,test,point,image_99,9.0
1334,0,0.051,3674.582036,0.055,convSmallRELU__Point.onnx,train,point,image_0,5.0
1335,1,0.179,29478.26206,0.219,convSmallRELU__Point.onnx,train,point,image_1,0.0
1336,2,0.131,8377.182731,0.139,convSmallRELU__Point.onnx,train,point,image_2,4.0
1337,3,0.153,18342.74408,0.179,convSmallRELU__Point.onnx,train,point,image_3,1.0
1338,6,0.151,14526.68379,0.169,convSmallRELU__Point.onnx,train,point,image_6,1.0
1339,7,0.193,16166.38063,0.211,convSmallRELU__Point.onnx,train,point,image_7,3.0
1340,8,0.149,19610.32457,0.173,convSmallRELU__Point.onnx,train,point,image_8,1.0
1341,9,0.165,20160.15294,0.185,convSmallRELU__Point.onnx,train,point,image_9,4.0
1342,10,0.167,4014.753823,0.173,convSmallRELU__Point.onnx,train,point,image_10,3.0
1343,11,0.153,11270.98429,0.169,convSmallRELU__Point.onnx,train,point,image_11,5.0
1344,12,0.199,29591.27292,0.233,convSmallRELU__Point.onnx,train,point,image_12,3.0
1345,13,0.153,11790.69575,0.169,convSmallRELU__Point.onnx,train,point,image_13,6.0
1346,14,0.141,7424.412812,0.151,convSmallRELU__Point.onnx,train,point,image_14,1.0
1347,15,0.161,3787.370877,0.173,convSmallRELU__Point.onnx,train,point,image_15,7.0
1348,16,0.111,102.6680305,0.113,convSmallRELU__Point.onnx,train,point,image_16,2.0
1349,17,0.143,7344.590459,0.157,convSmallRELU__Point.onnx,train,point,image_17,8.0
1350,18,0.091,1269.50815,0.093,convSmallRELU__Point.onnx,train,point,image_18,6.0
1351,19,0.127,210.72611,0.129,convSmallRELU__Point.onnx,train,point,image_19,9.0
1352,20,0.175,19165.0612,0.193,convSmallRELU__Point.onnx,train,point,image_20,4.0
1353,21,0.159,9227.845714,0.171,convSmallRELU__Point.onnx,train,point,image_21,0.0
1354,22,0.067,3680.780709,0.073,convSmallRELU__Point.onnx,train,point,image_22,9.0
1355,23,0.159,8629.612384,0.175,convSmallRELU__Point.onnx,train,point,image_23,1.0
1356,24,0.059,103.7735739,0.061,convSmallRELU__Point.onnx,train,point,image_24,1.0
1357,25,0.077,103.3844347,0.079,convSmallRELU__Point.onnx,train,point,image_25,2.0
1358,26,0.121,256.6271403,0.123,convSmallRELU__Point.onnx,train,point,image_26,4.0
1359,27,0.217,11511.43688,0.237,convSmallRELU__Point.onnx,train,point,image_27,3.0
1360,28,0.149,4008.126656,0.161,convSmallRELU__Point.onnx,train,point,image_28,2.0
1361,31,0.137,18198.47537,0.159,convSmallRELU__Point.onnx,train,point,image_31,8.0
1362,32,0.151,16581.75614,0.171,convSmallRELU__Point.onnx,train,point,image_32,6.0
1363,33,0.093,113.2444639,0.095,convSmallRELU__Point.onnx,train,point,image_33,9.0
1364,34,0.161,23237.45315,0.187,convSmallRELU__Point.onnx,train,point,image_34,0.0
1365,35,0.159,28101.97055,0.189,convSmallRELU__Point.onnx,train,point,image_35,5.0
1366,36,0.173,11898.56113,0.185,convSmallRELU__Point.onnx,train,point,image_36,6.0
1367,37,0.201,46129.69037,0.251,convSmallRELU__Point.onnx,train,point,image_37,0.0
1368,38,0.135,344.6581998,0.137,convSmallRELU__Point.onnx,train,point,image_38,7.0
1369,39,0.137,209.1703703,0.139,convSmallRELU__Point.onnx,train,point,image_39,6.0
1370,40,0.153,13211.71519,0.165,convSmallRELU__Point.onnx,train,point,image_40,1.0
1371,41,0.141,7475.730467,0.155,convSmallRELU__Point.onnx,train,point,image_41,8.0
1372,42,0.131,135.6007402,0.133,convSmallRELU__Point.onnx,train,point,image_42,7.0
1373,43,0.141,11079.76932,0.155,convSmallRELU__Point.onnx,train,point,image_43,9.0
1374,44,0.095,112.3529823,0.097,convSmallRELU__Point.onnx,train,point,image_44,3.0
1375,45,0.141,3951.404598,0.147,convSmallRELU__Point.onnx,train,point,image_45,9.0
1376,46,0.107,3758.879573,0.111,convSmallRELU__Point.onnx,train,point,image_46,8.0
1377,47,0.177,13333.57912,0.193,convSmallRELU__Point.onnx,train,point,image_47,5.0
1378,48,0.005,53.0429101,0.007,convSmallRELU__Point.onnx,train,point,image_48,9.0
1379,49,0.123,90.24737787,0.125,convSmallRELU__Point.onnx,train,point,image_49,3.0
1380,50,0.149,9333.208917,0.159,convSmallRELU__Point.onnx,train,point,image_50,3.0
1381,51,0.203,17328.81535,0.223,convSmallRELU__Point.onnx,train,point,image_51,0.0
1382,52,0.169,15565.00307,0.187,convSmallRELU__Point.onnx,train,point,image_52,7.0
1383,54,0.043,104.6017396,0.045,convSmallRELU__Point.onnx,train,point,image_54,9.0
1384,56,0.205,33241.77192,0.239,convSmallRELU__Point.onnx,train,point,image_56,0.0
1385,58,0.155,9457.613855,0.163,convSmallRELU__Point.onnx,train,point,image_58,4.0
1386,59,0.155,29718.98875,0.189,convSmallRELU__Point.onnx,train,point,image_59,1.0
1387,60,0.149,3731.693275,0.159,convSmallRELU__Point.onnx,train,point,image_60,4.0
1388,61,0.143,11422.25799,0.157,convSmallRELU__Point.onnx,train,point,image_61,4.0
1389,62,0.141,11872.6967,0.155,convSmallRELU__Point.onnx,train,point,image_62,6.0
1390,63,0.109,149.4152999,0.111,convSmallRELU__Point.onnx,train,point,image_63,0.0
1391,64,0.155,8503.915772,0.165,convSmallRELU__Point.onnx,train,point,image_64,4.0
1392,65,0.151,14535.69211,0.171,convSmallRELU__Point.onnx,train,point,image_65,5.0
1393,66,0.175,21104.09822,0.197,convSmallRELU__Point.onnx,train,point,image_66,6.0
1394,67,0.091,3768.213958,0.105,convSmallRELU__Point.onnx,train,point,image_67,1.0
1395,68,0.153,38191.33133,0.195,convSmallRELU__Point.onnx,train,point,image_68,0.0
1396,69,0.171,24192.16756,0.199,convSmallRELU__Point.onnx,train,point,image_69,0.0
1397,70,0.129,108.9406819,0.131,convSmallRELU__Point.onnx,train,point,image_70,1.0
1398,71,0.149,7873.076431,0.157,convSmallRELU__Point.onnx,train,point,image_71,7.0
1399,72,0.143,7507.334765,0.153,convSmallRELU__Point.onnx,train,point,image_72,1.0
1400,73,0.153,10179.96284,0.163,convSmallRELU__Point.onnx,train,point,image_73,6.0
1401,74,0.157,7029.869922,0.161,convSmallRELU__Point.onnx,train,point,image_74,3.0
1402,75,0.155,9281.475924,0.167,convSmallRELU__Point.onnx,train,point,image_75,0.0
1403,76,0.151,15887.52797,0.169,convSmallRELU__Point.onnx,train,point,image_76,2.0
1404,77,0.153,32858.94911,0.193,convSmallRELU__Point.onnx,train,point,image_77,1.0
1405,78,0.143,7373.381895,0.155,convSmallRELU__Point.onnx,train,point,image_78,1.0
1406,81,0.159,22623.30374,0.187,convSmallRELU__Point.onnx,train,point,image_81,0.0
1407,82,0.173,18176.4788,0.197,convSmallRELU__Point.onnx,train,point,image_82,2.0
1408,83,0.151,12405.92267,0.169,convSmallRELU__Point.onnx,train,point,image_83,6.0
1409,84,0.161,18504.10316,0.185,convSmallRELU__Point.onnx,train,point,image_84,7.0
1410,86,0.163,22019.9716,0.185,convSmallRELU__Point.onnx,train,point,image_86,3.0
1411,87,0.119,176.1187017,0.121,convSmallRELU__Point.onnx,train,point,image_87,9.0
1412,88,0.187,53093.5477,0.233,convSmallRELU__Point.onnx,train,point,image_88,0.0
1413,89,0.157,4670.508215,0.163,convSmallRELU__Point.onnx,train,point,image_89,4.0
1414,90,0.173,11552.24338,0.185,convSmallRELU__Point.onnx,train,point,image_90,6.0
1415,91,0.167,5432.97242,0.173,convSmallRELU__Point.onnx,train,point,image_91,7.0
1416,92,0.139,9478.332145,0.149,convSmallRELU__Point.onnx,train,point,image_92,4.0
1417,93,0.123,449.7976959,0.125,convSmallRELU__Point.onnx,train,point,image_93,6.0
1418,94,0.157,17710.6014,0.177,convSmallRELU__Point.onnx,train,point,image_94,8.0
