,image_id,epsilon_value,total_time,smallest_sat_value,network_path,split,training,tmp_path,original_label
262,83,0.019,226.232651,0.021,mnist_nn_standard.onnx,test,standard,image_83,7.0
263,84,0.031,37.65531492,0.033,mnist_nn_standard.onnx,test,standard,image_84,8.0
264,86,0.069,7093.749255,0.071,mnist_nn_standard.onnx,test,standard,image_86,7.0
265,87,0.021,35.3469789,0.023,mnist_nn_standard.onnx,test,standard,image_87,3.0
266,88,0.055,5243.746353,0.057,mnist_nn_standard.onnx,test,standard,image_88,6.0
267,89,0.011,19.22269726,0.013,mnist_nn_standard.onnx,test,standard,image_89,1.0
268,90,0.023,71.53436899,0.025,mnist_nn_standard.onnx,test,standard,image_90,3.0
269,91,0.035,183.2739351,0.037,mnist_nn_standard.onnx,test,standard,image_91,6.0
270,92,0.021,3523.048459,0.023,mnist_nn_standard.onnx,test,standard,image_92,9.0
271,93,0.021,22.11876178,0.023,mnist_nn_standard.onnx,test,standard,image_93,3.0
272,94,0.025,117.1897788,0.027,mnist_nn_standard.onnx,test,standard,image_94,1.0
273,95,0.047,3608.38931,0.049,mnist_nn_standard.onnx,test,standard,image_95,4.0
274,96,0.017,20.09024525,0.019,mnist_nn_standard.onnx,test,standard,image_96,1.0
275,97,0.007,11.80512142,0.009,mnist_nn_standard.onnx,test,standard,image_97,7.0
276,98,0.069,10729.14062,0.071,mnist_nn_standard.onnx,test,standard,image_98,6.0
277,99,0.025,337.0909688,0.027,mnist_nn_standard.onnx,test,standard,image_99,9.0
278,1,0.079,10592.79822,0.081,mnist_nn_standard.onnx,train,standard,image_1,0.0
279,2,0.013,21.28320384,0.015,mnist_nn_standard.onnx,train,standard,image_2,4.0
280,3,0.027,141.685605,0.029,mnist_nn_standard.onnx,train,standard,image_3,1.0
281,4,0.023,3568.42135,0.025,mnist_nn_standard.onnx,train,standard,image_4,9.0
282,5,0.027,1207.142963,0.029,mnist_nn_standard.onnx,train,standard,image_5,2.0
283,6,0.019,12.13647985,0.021,mnist_nn_standard.onnx,train,standard,image_6,1.0
284,7,0.081,10499.85438,0.083,mnist_nn_standard.onnx,train,standard,image_7,3.0
285,8,0.021,76.42188573,0.023,mnist_nn_standard.onnx,train,standard,image_8,1.0
286,9,0.015,14.03454471,0.017,mnist_nn_standard.onnx,train,standard,image_9,4.0
287,10,0.053,7998.863,0.057,mnist_nn_standard.onnx,train,standard,image_10,3.0
288,11,0.007,22.35415673,0.009,mnist_nn_standard.onnx,train,standard,image_11,5.0
289,12,0.053,4785.551747,0.055,mnist_nn_standard.onnx,train,standard,image_12,3.0
290,13,0.029,331.3414288,0.031,mnist_nn_standard.onnx,train,standard,image_13,6.0
291,14,0.021,3468.099218,0.023,mnist_nn_standard.onnx,train,standard,image_14,1.0
292,15,0.033,1131.695616,0.035,mnist_nn_standard.onnx,train,standard,image_15,7.0
293,17,0.029,679.8487942,0.031,mnist_nn_standard.onnx,train,standard,image_17,8.0
294,18,0.001,11.80936837,0.003,mnist_nn_standard.onnx,train,standard,image_18,6.0
295,19,0.009,14.66821194,0.011,mnist_nn_standard.onnx,train,standard,image_19,9.0
296,20,0.013,19.83499217,0.015,mnist_nn_standard.onnx,train,standard,image_20,4.0
297,21,0.057,7447.551183,0.061,mnist_nn_standard.onnx,train,standard,image_21,0.0
298,22,0.011,20.15663314,0.013,mnist_nn_standard.onnx,train,standard,image_22,9.0
299,23,0.029,136.0239789,0.031,mnist_nn_standard.onnx,train,standard,image_23,1.0
300,25,0.027,15.53306651,0.029,mnist_nn_standard.onnx,train,standard,image_25,2.0
301,27,0.087,3553.298169,0.089,mnist_nn_standard.onnx,train,standard,image_27,3.0
302,28,0.017,42.41919112,0.019,mnist_nn_standard.onnx,train,standard,image_28,2.0
303,31,0.007,19.4764204,0.009,mnist_nn_standard.onnx,train,standard,image_31,8.0
304,32,0.019,534.4966297,0.021,mnist_nn_standard.onnx,train,standard,image_32,6.0
305,33,0.003,12.23965168,0.005,mnist_nn_standard.onnx,train,standard,image_33,9.0
306,36,0.029,170.3097916,0.031,mnist_nn_standard.onnx,train,standard,image_36,6.0
307,37,0.023,5826.416648,0.025,mnist_nn_standard.onnx,train,standard,image_37,0.0
308,39,0.031,3523.378406,0.033,mnist_nn_standard.onnx,train,standard,image_39,6.0
309,40,0.021,37.36961555,0.023,mnist_nn_standard.onnx,train,standard,image_40,1.0
310,41,0.017,41.79571414,0.019,mnist_nn_standard.onnx,train,standard,image_41,8.0
311,42,0.013,15.21511245,0.015,mnist_nn_standard.onnx,train,standard,image_42,7.0
312,43,0.011,19.34258747,0.013,mnist_nn_standard.onnx,train,standard,image_43,9.0
313,45,0.021,20.24374294,0.023,mnist_nn_standard.onnx,train,standard,image_45,9.0
314,46,,13.12676406,0.001,mnist_nn_standard.onnx,train,standard,image_46,8.0
315,49,0.063,3563.689528,0.065,mnist_nn_standard.onnx,train,standard,image_49,3.0
316,50,0.033,7082.210154,0.035,mnist_nn_standard.onnx,train,standard,image_50,3.0
317,51,0.105,11271.41933,0.109,mnist_nn_standard.onnx,train,standard,image_51,0.0
318,52,0.027,13.2308588,0.029,mnist_nn_standard.onnx,train,standard,image_52,7.0
319,54,0.003,11.34779239,0.005,mnist_nn_standard.onnx,train,standard,image_54,9.0
320,55,0.009,11.3177247,0.011,mnist_nn_standard.onnx,train,standard,image_55,8.0
321,56,0.049,4478.603929,0.053,mnist_nn_standard.onnx,train,standard,image_56,0.0
322,57,0.021,170.0962598,0.023,mnist_nn_standard.onnx,train,standard,image_57,9.0
323,58,0.017,35.72722173,0.019,mnist_nn_standard.onnx,train,standard,image_58,4.0
324,59,0.023,97.48253512,0.025,mnist_nn_standard.onnx,train,standard,image_59,1.0
325,61,0.005,20.01554704,0.007,mnist_nn_standard.onnx,train,standard,image_61,4.0
326,62,0.019,176.2072289,0.021,mnist_nn_standard.onnx,train,standard,image_62,6.0
327,63,0.057,7066.198158,0.059,mnist_nn_standard.onnx,train,standard,image_63,0.0
328,64,0.005,19.6895256,0.007,mnist_nn_standard.onnx,train,standard,image_64,4.0
329,66,0.029,3554.238531,0.031,mnist_nn_standard.onnx,train,standard,image_66,6.0
330,67,0.021,42.78060389,0.023,mnist_nn_standard.onnx,train,standard,image_67,1.0
331,68,0.059,8567.167356,0.061,mnist_nn_standard.onnx,train,standard,image_68,0.0
332,69,0.057,6983.762981,0.059,mnist_nn_standard.onnx,train,standard,image_69,0.0
333,71,0.027,3475.518769,0.029,mnist_nn_standard.onnx,train,standard,image_71,7.0
334,72,0.021,41.17731428,0.023,mnist_nn_standard.onnx,train,standard,image_72,1.0
335,73,0.029,3514.373765,0.031,mnist_nn_standard.onnx,train,standard,image_73,6.0
336,74,0.069,8108.679972,0.073,mnist_nn_standard.onnx,train,standard,image_74,3.0
337,75,0.015,80.52785921,0.017,mnist_nn_standard.onnx,train,standard,image_75,0.0
338,77,0.027,139.9069495,0.029,mnist_nn_standard.onnx,train,standard,image_77,1.0
339,78,0.027,37.41787815,0.029,mnist_nn_standard.onnx,train,standard,image_78,1.0
340,79,0.015,11.54259825,0.017,mnist_nn_standard.onnx,train,standard,image_79,7.0
341,81,0.031,4090.693779,0.035,mnist_nn_standard.onnx,train,standard,image_81,0.0
342,82,0.081,3657.052533,0.083,mnist_nn_standard.onnx,train,standard,image_82,2.0
343,83,0.019,103.3538721,0.021,mnist_nn_standard.onnx,train,standard,image_83,6.0
344,84,0.031,41.29429126,0.033,mnist_nn_standard.onnx,train,standard,image_84,7.0
345,86,0.069,7106.852374,0.071,mnist_nn_standard.onnx,train,standard,image_86,3.0
346,87,0.021,35.99153185,0.023,mnist_nn_standard.onnx,train,standard,image_87,9.0
347,88,0.055,5235.030275,0.057,mnist_nn_standard.onnx,train,standard,image_88,0.0
348,89,0.011,21.28274965,0.013,mnist_nn_standard.onnx,train,standard,image_89,4.0
349,90,0.023,70.44475889,0.025,mnist_nn_standard.onnx,train,standard,image_90,6.0
350,91,0.035,177.2970598,0.037,mnist_nn_standard.onnx,train,standard,image_91,7.0
351,92,0.021,3467.596698,0.023,mnist_nn_standard.onnx,train,standard,image_92,4.0
352,93,0.021,21.46329999,0.023,mnist_nn_standard.onnx,train,standard,image_93,6.0
353,94,0.025,105.3985543,0.027,mnist_nn_standard.onnx,train,standard,image_94,8.0
354,95,0.047,3607.843911,0.049,mnist_nn_standard.onnx,train,standard,image_95,0.0
355,96,0.017,17.7202177,0.019,mnist_nn_standard.onnx,train,standard,image_96,7.0
356,97,0.007,12.2319777,0.009,mnist_nn_standard.onnx,train,standard,image_97,8.0
357,98,0.067,7185.301069,0.071,mnist_nn_standard.onnx,train,standard,image_98,3.0
358,99,0.025,338.9853122,0.027,mnist_nn_standard.onnx,train,standard,image_99,1.0
359,1,0.101,13609.13369,0.103,mnist_relu_4_1024_standard.onnx,test,standard,image_1,2.0
360,2,0.013,3444.547593,0.015,mnist_relu_4_1024_standard.onnx,test,standard,image_2,1.0
361,3,0.119,13923.62821,0.121,mnist_relu_4_1024_standard.onnx,test,standard,image_3,0.0
362,4,0.047,14106.28198,0.053,mnist_relu_4_1024_standard.onnx,test,standard,image_4,4.0
363,5,0.027,6908.88615,0.029,mnist_relu_4_1024_standard.onnx,test,standard,image_5,1.0
364,6,0.135,6973.477809,0.137,mnist_relu_4_1024_standard.onnx,test,standard,image_6,4.0
365,7,0.171,14666.39879,0.173,mnist_relu_4_1024_standard.onnx,test,standard,image_7,9.0
366,8,0.107,10642.60417,0.109,mnist_relu_4_1024_standard.onnx,test,standard,image_8,5.0
367,9,0.125,14611.79464,0.127,mnist_relu_4_1024_standard.onnx,test,standard,image_9,9.0
368,10,0.141,8529.248504,0.143,mnist_relu_4_1024_standard.onnx,test,standard,image_10,0.0
369,11,0.033,10291.52477,0.035,mnist_relu_4_1024_standard.onnx,test,standard,image_11,6.0
370,12,0.213,14032.11641,0.215,mnist_relu_4_1024_standard.onnx,test,standard,image_12,9.0
371,13,0.085,13741.47715,0.087,mnist_relu_4_1024_standard.onnx,test,standard,image_13,0.0
372,14,0.107,12089.18109,0.111,mnist_relu_4_1024_standard.onnx,test,standard,image_14,1.0
373,15,0.127,17287.45327,0.129,mnist_relu_4_1024_standard.onnx,test,standard,image_15,5.0
374,17,0.005,3145.485253,0.011,mnist_relu_4_1024_standard.onnx,test,standard,image_17,7.0
375,18,0.015,6936.281093,0.017,mnist_relu_4_1024_standard.onnx,test,standard,image_18,3.0
376,20,0.073,10551.20989,0.075,mnist_relu_4_1024_standard.onnx,test,standard,image_20,9.0
377,21,0.057,6769.737314,0.059,mnist_relu_4_1024_standard.onnx,test,standard,image_21,6.0
378,22,0.013,3569.640852,0.015,mnist_relu_4_1024_standard.onnx,test,standard,image_22,6.0
379,23,0.125,14269.25925,0.127,mnist_relu_4_1024_standard.onnx,test,standard,image_23,5.0
380,24,0.025,10527.27048,0.031,mnist_relu_4_1024_standard.onnx,test,standard,image_24,4.0
381,26,0.057,10160.79124,0.059,mnist_relu_4_1024_standard.onnx,test,standard,image_26,7.0
382,27,0.237,13718.88375,0.239,mnist_relu_4_1024_standard.onnx,test,standard,image_27,4.0
383,28,0.033,7293.245568,0.035,mnist_relu_4_1024_standard.onnx,test,standard,image_28,0.0
384,29,0.021,10427.97576,0.023,mnist_relu_4_1024_standard.onnx,test,standard,image_29,1.0
385,30,0.035,10104.59607,0.037,mnist_relu_4_1024_standard.onnx,test,standard,image_30,3.0
386,31,0.023,10316.28865,0.025,mnist_relu_4_1024_standard.onnx,test,standard,image_31,1.0
387,32,0.057,10257.00025,0.059,mnist_relu_4_1024_standard.onnx,test,standard,image_32,3.0
388,34,0.101,11600.54883,0.103,mnist_relu_4_1024_standard.onnx,test,standard,image_34,7.0
389,35,0.069,7042.158025,0.071,mnist_relu_4_1024_standard.onnx,test,standard,image_35,2.0
390,36,0.045,13828.84155,0.047,mnist_relu_4_1024_standard.onnx,test,standard,image_36,7.0
391,37,0.143,10658.07502,0.145,mnist_relu_4_1024_standard.onnx,test,standard,image_37,1.0
392,38,0.149,10512.3873,0.151,mnist_relu_4_1024_standard.onnx,test,standard,image_38,2.0
393,39,0.007,3601.919269,0.011,mnist_relu_4_1024_standard.onnx,test,standard,image_39,1.0
394,40,0.123,14247.70867,0.125,mnist_relu_4_1024_standard.onnx,test,standard,image_40,1.0
395,41,0.023,6941.282308,0.025,mnist_relu_4_1024_standard.onnx,test,standard,image_41,7.0
396,42,0.063,13948.78317,0.065,mnist_relu_4_1024_standard.onnx,test,standard,image_42,4.0
397,43,0.025,10381.4244,0.027,mnist_relu_4_1024_standard.onnx,test,standard,image_43,2.0
398,44,0.099,8893.902344,0.101,mnist_relu_4_1024_standard.onnx,test,standard,image_44,3.0
399,45,0.071,10678.02285,0.073,mnist_relu_4_1024_standard.onnx,test,standard,image_45,5.0
400,46,0.019,7076.577597,0.021,mnist_relu_4_1024_standard.onnx,test,standard,image_46,1.0
401,47,0.105,17241.97195,0.107,mnist_relu_4_1024_standard.onnx,test,standard,image_47,2.0
402,49,0.125,24880.33655,0.127,mnist_relu_4_1024_standard.onnx,test,standard,image_49,4.0
403,50,0.127,13932.95939,0.129,mnist_relu_4_1024_standard.onnx,test,standard,image_50,6.0
404,51,0.131,3526.019809,0.133,mnist_relu_4_1024_standard.onnx,test,standard,image_51,3.0
405,52,0.081,10390.5392,0.083,mnist_relu_4_1024_standard.onnx,test,standard,image_52,5.0
406,53,0.005,2753.296556,0.009,mnist_relu_4_1024_standard.onnx,test,standard,image_53,5.0
407,54,0.023,6894.30662,0.025,mnist_relu_4_1024_standard.onnx,test,standard,image_54,6.0
408,55,0.025,7066.037016,0.027,mnist_relu_4_1024_standard.onnx,test,standard,image_55,0.0
409,56,0.123,13847.69525,0.125,mnist_relu_4_1024_standard.onnx,test,standard,image_56,4.0
410,57,0.023,7898.85818,0.027,mnist_relu_4_1024_standard.onnx,test,standard,image_57,1.0
411,58,0.047,11224.08143,0.051,mnist_relu_4_1024_standard.onnx,test,standard,image_58,9.0
412,59,0.119,11563.2461,0.123,mnist_relu_4_1024_standard.onnx,test,standard,image_59,5.0
413,60,0.027,7982.884758,0.031,mnist_relu_4_1024_standard.onnx,test,standard,image_60,7.0
414,61,0.075,8348.36562,0.077,mnist_relu_4_1024_standard.onnx,test,standard,image_61,8.0
415,62,0.009,3753.57114,0.015,mnist_relu_4_1024_standard.onnx,test,standard,image_62,9.0
416,63,0.073,6780.700795,0.075,mnist_relu_4_1024_standard.onnx,test,standard,image_63,3.0
417,64,0.041,3609.215686,0.043,mnist_relu_4_1024_standard.onnx,test,standard,image_64,7.0
418,65,0.063,3584.970102,0.065,mnist_relu_4_1024_standard.onnx,test,standard,image_65,4.0
419,66,0.021,4242.152054,0.025,mnist_relu_4_1024_standard.onnx,test,standard,image_66,6.0
420,67,0.071,7825.110605,0.073,mnist_relu_4_1024_standard.onnx,test,standard,image_67,4.0
421,68,0.029,6945.356421,0.031,mnist_relu_4_1024_standard.onnx,test,standard,image_68,3.0
422,69,0.077,10549.74262,0.079,mnist_relu_4_1024_standard.onnx,test,standard,image_69,0.0
423,70,0.065,10689.30912,0.067,mnist_relu_4_1024_standard.onnx,test,standard,image_70,7.0
424,71,0.099,10570.94109,0.101,mnist_relu_4_1024_standard.onnx,test,standard,image_71,0.0
425,72,0.133,4437.080085,0.137,mnist_relu_4_1024_standard.onnx,test,standard,image_72,2.0
426,73,0.019,3607.549264,0.023,mnist_relu_4_1024_standard.onnx,test,standard,image_73,9.0
427,74,0.113,10126.41546,0.115,mnist_relu_4_1024_standard.onnx,test,standard,image_74,1.0
428,75,0.037,12535.92096,0.041,mnist_relu_4_1024_standard.onnx,test,standard,image_75,7.0
429,76,0.031,10756.70537,0.037,mnist_relu_4_1024_standard.onnx,test,standard,image_76,3.0
430,77,0.115,13522.02454,0.119,mnist_relu_4_1024_standard.onnx,test,standard,image_77,2.0
431,78,0.139,8155.194489,0.143,mnist_relu_4_1024_standard.onnx,test,standard,image_78,9.0
432,79,0.049,7277.032515,0.051,mnist_relu_4_1024_standard.onnx,test,standard,image_79,7.0
433,81,0.067,11213.58758,0.069,mnist_relu_4_1024_standard.onnx,test,standard,image_81,6.0
434,82,0.075,7124.16888,0.077,mnist_relu_4_1024_standard.onnx,test,standard,image_82,2.0
435,83,0.031,3534.867839,0.033,mnist_relu_4_1024_standard.onnx,test,standard,image_83,7.0
436,84,0.081,10401.15683,0.083,mnist_relu_4_1024_standard.onnx,test,standard,image_84,8.0
437,85,0.027,11590.77641,0.029,mnist_relu_4_1024_standard.onnx,test,standard,image_85,4.0
438,86,0.069,7148.464819,0.071,mnist_relu_4_1024_standard.onnx,test,standard,image_86,7.0
439,87,0.023,9575.731965,0.025,mnist_relu_4_1024_standard.onnx,test,standard,image_87,3.0
440,88,0.125,14181.97619,0.127,mnist_relu_4_1024_standard.onnx,test,standard,image_88,6.0
441,89,0.065,4082.16902,0.067,mnist_relu_4_1024_standard.onnx,test,standard,image_89,1.0
442,90,0.097,13931.78154,0.099,mnist_relu_4_1024_standard.onnx,test,standard,image_90,3.0
443,91,0.103,13683.61532,0.105,mnist_relu_4_1024_standard.onnx,test,standard,image_91,6.0
444,92,0.025,6879.484882,0.027,mnist_relu_4_1024_standard.onnx,test,standard,image_92,9.0
445,93,0.015,3549.925531,0.017,mnist_relu_4_1024_standard.onnx,test,standard,image_93,3.0
446,94,0.079,6986.330454,0.081,mnist_relu_4_1024_standard.onnx,test,standard,image_94,1.0
447,95,0.139,7368.443868,0.141,mnist_relu_4_1024_standard.onnx,test,standard,image_95,4.0
448,96,0.047,10403.29566,0.049,mnist_relu_4_1024_standard.onnx,test,standard,image_96,1.0
449,97,0.041,9983.015221,0.043,mnist_relu_4_1024_standard.onnx,test,standard,image_97,7.0
450,98,0.115,11992.87438,0.117,mnist_relu_4_1024_standard.onnx,test,standard,image_98,6.0
451,99,0.085,13765.86769,0.087,mnist_relu_4_1024_standard.onnx,test,standard,image_99,9.0
452,1,0.101,10390.47372,0.103,mnist_relu_4_1024_standard.onnx,train,standard,image_1,0.0
453,2,0.013,3433.40763,0.015,mnist_relu_4_1024_standard.onnx,train,standard,image_2,4.0
454,3,0.119,10523.66765,0.121,mnist_relu_4_1024_standard.onnx,train,standard,image_3,1.0
455,4,0.049,11041.96509,0.053,mnist_relu_4_1024_standard.onnx,train,standard,image_4,9.0
456,5,0.023,10479.87039,0.029,mnist_relu_4_1024_standard.onnx,train,standard,image_5,2.0
457,6,0.135,6991.774792,0.137,mnist_relu_4_1024_standard.onnx,train,standard,image_6,1.0
458,7,0.171,12321.11519,0.173,mnist_relu_4_1024_standard.onnx,train,standard,image_7,3.0
459,8,0.107,7085.968495,0.109,mnist_relu_4_1024_standard.onnx,train,standard,image_8,1.0
460,9,0.125,17075.22608,0.127,mnist_relu_4_1024_standard.onnx,train,standard,image_9,4.0
461,10,0.141,10235.3187,0.143,mnist_relu_4_1024_standard.onnx,train,standard,image_10,3.0
462,11,0.033,10272.30794,0.035,mnist_relu_4_1024_standard.onnx,train,standard,image_11,5.0
463,12,0.213,14039.11081,0.215,mnist_relu_4_1024_standard.onnx,train,standard,image_12,3.0
464,13,0.085,17139.66976,0.087,mnist_relu_4_1024_standard.onnx,train,standard,image_13,6.0
465,14,0.109,10381.55814,0.111,mnist_relu_4_1024_standard.onnx,train,standard,image_14,1.0
466,15,0.125,15605.51555,0.129,mnist_relu_4_1024_standard.onnx,train,standard,image_15,7.0
467,17,0.005,2241.649145,0.011,mnist_relu_4_1024_standard.onnx,train,standard,image_17,8.0
468,18,0.015,6962.698431,0.017,mnist_relu_4_1024_standard.onnx,train,standard,image_18,6.0
469,20,0.073,6881.242183,0.075,mnist_relu_4_1024_standard.onnx,train,standard,image_20,4.0
470,21,0.057,7260.766508,0.059,mnist_relu_4_1024_standard.onnx,train,standard,image_21,0.0
471,22,0.013,3599.845863,0.015,mnist_relu_4_1024_standard.onnx,train,standard,image_22,9.0
472,23,0.125,14264.65365,0.127,mnist_relu_4_1024_standard.onnx,train,standard,image_23,1.0
473,24,0.025,10529.31338,0.031,mnist_relu_4_1024_standard.onnx,train,standard,image_24,1.0
474,26,0.057,10397.75436,0.059,mnist_relu_4_1024_standard.onnx,train,standard,image_26,4.0
475,27,0.237,13690.34281,0.239,mnist_relu_4_1024_standard.onnx,train,standard,image_27,3.0
476,28,0.033,7198.080283,0.035,mnist_relu_4_1024_standard.onnx,train,standard,image_28,2.0
477,29,0.021,3529.163083,0.023,mnist_relu_4_1024_standard.onnx,train,standard,image_29,7.0
478,30,0.035,10170.58717,0.037,mnist_relu_4_1024_standard.onnx,train,standard,image_30,3.0
479,31,0.023,6853.798151,0.025,mnist_relu_4_1024_standard.onnx,train,standard,image_31,8.0
480,32,0.057,10228.67779,0.059,mnist_relu_4_1024_standard.onnx,train,standard,image_32,6.0
481,34,0.101,13583.32643,0.103,mnist_relu_4_1024_standard.onnx,train,standard,image_34,0.0
482,35,0.069,13532.37208,0.071,mnist_relu_4_1024_standard.onnx,train,standard,image_35,5.0
483,36,0.045,6947.347157,0.047,mnist_relu_4_1024_standard.onnx,train,standard,image_36,6.0
484,37,0.143,10358.58528,0.145,mnist_relu_4_1024_standard.onnx,train,standard,image_37,0.0
485,38,0.149,10549.79482,0.151,mnist_relu_4_1024_standard.onnx,train,standard,image_38,7.0
486,39,0.007,3480.237308,0.011,mnist_relu_4_1024_standard.onnx,train,standard,image_39,6.0
487,40,0.123,13541.61196,0.125,mnist_relu_4_1024_standard.onnx,train,standard,image_40,1.0
488,41,0.023,9170.953429,0.025,mnist_relu_4_1024_standard.onnx,train,standard,image_41,8.0
489,42,0.063,13606.11074,0.065,mnist_relu_4_1024_standard.onnx,train,standard,image_42,7.0
490,43,0.025,6830.674828,0.027,mnist_relu_4_1024_standard.onnx,train,standard,image_43,9.0
491,44,0.099,9182.530152,0.101,mnist_relu_4_1024_standard.onnx,train,standard,image_44,3.0
492,45,0.071,10642.15056,0.073,mnist_relu_4_1024_standard.onnx,train,standard,image_45,9.0
493,46,0.017,10713.99855,0.021,mnist_relu_4_1024_standard.onnx,train,standard,image_46,8.0
494,47,0.105,17204.9416,0.107,mnist_relu_4_1024_standard.onnx,train,standard,image_47,5.0
495,49,0.125,24281.73705,0.127,mnist_relu_4_1024_standard.onnx,train,standard,image_49,3.0
496,50,0.127,13910.82945,0.129,mnist_relu_4_1024_standard.onnx,train,standard,image_50,3.0
497,51,0.131,3557.591725,0.133,mnist_relu_4_1024_standard.onnx,train,standard,image_51,0.0
498,52,0.081,7031.081095,0.083,mnist_relu_4_1024_standard.onnx,train,standard,image_52,7.0
499,53,0.005,2350.264161,0.009,mnist_relu_4_1024_standard.onnx,train,standard,image_53,4.0
500,54,0.023,6920.64992,0.025,mnist_relu_4_1024_standard.onnx,train,standard,image_54,9.0
501,55,0.025,6974.453631,0.027,mnist_relu_4_1024_standard.onnx,train,standard,image_55,8.0
502,56,0.121,16213.73278,0.123,mnist_relu_4_1024_standard.onnx,train,standard,image_56,0.0
503,57,0.025,6762.048479,0.027,mnist_relu_4_1024_standard.onnx,train,standard,image_57,9.0
504,58,0.049,6996.972903,0.051,mnist_relu_4_1024_standard.onnx,train,standard,image_58,4.0
505,59,0.121,14051.99762,0.123,mnist_relu_4_1024_standard.onnx,train,standard,image_59,1.0
506,60,0.027,7971.548243,0.031,mnist_relu_4_1024_standard.onnx,train,standard,image_60,4.0
507,61,0.075,11803.49954,0.077,mnist_relu_4_1024_standard.onnx,train,standard,image_61,4.0
508,62,0.007,3810.959197,0.015,mnist_relu_4_1024_standard.onnx,train,standard,image_62,6.0
509,63,0.071,7631.95828,0.073,mnist_relu_4_1024_standard.onnx,train,standard,image_63,0.0
510,64,0.041,3573.908262,0.043,mnist_relu_4_1024_standard.onnx,train,standard,image_64,4.0
511,65,0.063,3391.671508,0.065,mnist_relu_4_1024_standard.onnx,train,standard,image_65,5.0
512,66,0.021,4244.216199,0.025,mnist_relu_4_1024_standard.onnx,train,standard,image_66,6.0
513,67,0.071,7777.369711,0.073,mnist_relu_4_1024_standard.onnx,train,standard,image_67,1.0
514,68,0.029,7141.366651,0.031,mnist_relu_4_1024_standard.onnx,train,standard,image_68,0.0
515,69,0.075,9264.087826,0.077,mnist_relu_4_1024_standard.onnx,train,standard,image_69,0.0
516,70,0.065,10664.9326,0.067,mnist_relu_4_1024_standard.onnx,train,standard,image_70,1.0
517,71,0.097,11374.35226,0.101,mnist_relu_4_1024_standard.onnx,train,standard,image_71,7.0
518,72,0.133,4532.182894,0.137,mnist_relu_4_1024_standard.onnx,train,standard,image_72,1.0
519,73,0.019,10625.73575,0.023,mnist_relu_4_1024_standard.onnx,train,standard,image_73,6.0
520,74,0.113,10171.14024,0.115,mnist_relu_4_1024_standard.onnx,train,standard,image_74,3.0
521,75,0.039,6918.192777,0.041,mnist_relu_4_1024_standard.onnx,train,standard,image_75,0.0
522,76,0.031,7165.671776,0.037,mnist_relu_4_1024_standard.onnx,train,standard,image_76,2.0
523,77,0.117,15989.77544,0.119,mnist_relu_4_1024_standard.onnx,train,standard,image_77,1.0
524,78,0.139,8095.788692,0.143,mnist_relu_4_1024_standard.onnx,train,standard,image_78,1.0
525,79,0.047,11628.21666,0.051,mnist_relu_4_1024_standard.onnx,train,standard,image_79,7.0
526,81,0.067,11173.73454,0.069,mnist_relu_4_1024_standard.onnx,train,standard,image_81,0.0
